Tag Strain Sex grp Agewks ME
215 3 2 3 76.14 132.86
215 3 2 3 77.00 133.88
215 3 2 3 78.00 127.78
215 3 2 3 79.00 116.40
215 3 2 3 80.00 111.73
215 3 2 3 81.00 104.71
215 3 2 3 82.29  97.91
215 3 2 3 83.00 105.86
215 3 2 3 84.00  92.35
215 3 2 3 85.00  74.41
250 4 2 4 28.29 105.78
250 4 2 4 29.29  90.57
250 4 2 4 30.29  98.72
250 4 2 4 31.29 129.32
250 4 2 4 32.29  99.23
250 4 2 4 33.29 102.10
250 4 2 4 34.29 100.98
250 4 2 4 35.29  99.55
250 4 2 4 36.29 104.02
250 4 2 4 37.29 110.07
250 4 2 4 38.29 110.52
250 4 2 4 39.29 115.07
250 4 2 4 40.29 124.42
250 4 2 4 41.29  84.83
250 4 2 4 42.29 150.26
250 4 2 4 43.29 148.45
250 4 2 4 44.29 181.57
250 4 2 4 45.29 177.17
250 4 2 4 46.29 186.92
250 4 2 4 47.43 179.00
250 4 2 4 48.29 201.30
250 4 2 4 49.29 198.95
250 4 2 4 50.29 205.10
250 4 2 4 51.29 196.30
250 4 2 4 52.29 190.43
250 4 2 4 53.29 179.14
250 4 2 4 54.29 202.05
250 4 2 4 55.29 185.68
250 4 2 4 56.29 193.35
250 4 2 4 57.29 188.79
250 4 2 4 58.29 194.91
250 4 2 4 59.29 189.25
250 4 2 4 60.29 209.63
250 4 2 4 61.29 212.71
250 4 2 4 62.29 178.46
250 4 2 4 63.29 185.71
250 4 2 4 64.29 183.18
250 4 2 4 65.29 181.72
250 4 2 4 66.29 177.60
250 4 2 4 67.29 179.67
250 4 2 4 68.29 153.39
250 4 2 4 69.57 155.85
250 4 2 4 70.29  96.85
250 4 2 4 71.43 136.98
250 4 2 4 72.29 161.91
250 4 2 4 73.43 155.32
250 4 2 4 74.29 160.90
250 4 2 4 75.29 161.24
250 4 2 4 76.29 143.78
250 4 2 4 77.29 133.49
250 4 2 4 78.29 149.99
250 4 2 4 79.57 148.34
250 4 2 4 80.29 133.47
250 4 2 4 81.29 150.97
250 4 2 4 82.29 124.96
255 4 2 4 29.14 104.61
255 4 2 4 30.14  96.89
255 4 2 4 31.14  93.22
255 4 2 4 32.14  90.59
255 4 2 4 33.14  84.02
255 4 2 4 34.14  85.48
255 4 2 4 35.14  84.01
255 4 2 4 36.14  76.85
255 4 2 4 37.14  69.27
255 4 2 4 38.14  83.04
255 4 2 4 39.14  81.85
255 4 2 4 40.14  88.28
255 4 2 4 41.14  89.91
255 4 2 4 42.14  91.62
255 4 2 4 43.14 109.31
255 4 2 4 44.14 108.44
255 4 2 4 45.14 112.89
255 4 2 4 46.14 111.18
255 4 2 4 47.14 129.12
255 4 2 4 48.29 115.82
255 4 2 4 49.14 133.21
255 4 2 4 50.14 134.84
255 4 2 4 51.14 138.52
255 4 2 4 52.14 150.09
255 4 2 4 53.14 146.32
255 4 2 4 54.14 104.73
255 4 2 4 55.14 111.49
255 4 2 4 56.14 115.83
255 4 2 4 57.14 151.47
255 4 2 4 58.14 160.48
255 4 2 4 59.14 156.88
255 4 2 4 60.14 154.85
255 4 2 4 61.14 151.25
255 4 2 4 62.14 160.65
255 4 2 4 63.14 147.34
255 4 2 4 64.14 146.87
255 4 2 4 65.14 151.24
255 4 2 4 66.14 158.79
255 4 2 4 67.14 153.96
255 4 2 4 68.14 162.71
255 4 2 4 69.14 146.48
255 4 2 4 70.43 178.55
255 4 2 4 71.14 127.50
255 4 2 4 72.29 153.94
255 4 2 4 73.14 157.34
255 4 2 4 74.29 158.60
255 4 2 4 75.14 153.65
255 4 2 4 76.14 138.89
255 4 2 4 77.14 143.90
255 4 2 4 78.14 146.95
255 4 2 4 79.14  88.33
255 4 2 4 80.43 108.67
255 4 2 4 81.14 125.40
255 4 2 4 82.14 116.80
255 4 2 4 83.14 108.93
263 4 2 4 29.14 127.43
263 4 2 4 30.14 115.49
263 4 2 4 31.14 114.75
263 4 2 4 32.14 104.63
263 4 2 4 33.14 106.71
263 4 2 4 34.14 103.74
263 4 2 4 35.14 104.14
263 4 2 4 36.14  96.04
263 4 2 4 37.14  95.36
263 4 2 4 38.14  99.19
263 4 2 4 39.14  93.20
263 4 2 4 40.14  99.28
263 4 2 4 41.14 100.67
263 4 2 4 42.14 111.74
263 4 2 4 43.14 134.58
263 4 2 4 44.14 135.93
263 4 2 4 45.14 146.47
263 4 2 4 46.14 144.76
263 4 2 4 47.14 164.92
263 4 2 4 48.29 161.33
263 4 2 4 49.14 163.28
263 4 2 4 50.14 177.31
263 4 2 4 51.14 182.05
263 4 2 4 52.14 180.98
263 4 2 4 53.14 182.13
263 4 2 4 54.14 181.95
263 4 2 4 55.14 206.73
263 4 2 4 56.14 196.79
263 4 2 4 57.14 191.95
263 4 2 4 58.14 201.89
263 4 2 4 59.14 198.53
263 4 2 4 60.14 205.51
263 4 2 4 61.14 197.11
263 4 2 4 62.14 215.40
263 4 2 4 63.14 198.47
263 4 2 4 64.14 197.88
263 4 2 4 65.14 196.17
263 4 2 4 66.14 199.62
263 4 2 4 67.14 190.70
263 4 2 4 68.14 185.17
263 4 2 4 69.14 172.69
263 4 2 4 70.43 211.78
263 4 2 4 71.14 165.88
263 4 2 4 72.29 179.57
263 4 2 4 73.14 182.15
263 4 2 4 74.29 181.53
263 4 2 4 75.14 187.23
263 4 2 4 76.14 170.25
263 4 2 4 77.14 158.64
263 4 2 4 78.14 155.49
263 4 2 4 79.14 156.07
263 4 2 4 80.43 147.28
263 4 2 4 81.14 155.70
263 4 2 4 82.14 139.62
263 4 2 4 83.14 110.10
271 4 2 4 29.14 113.39
271 4 2 4 30.14 107.30
271 4 2 4 31.14  99.54
271 4 2 4 32.14 100.42
271 4 2 4 33.14 101.33
271 4 2 4 34.14  96.01
271 4 2 4 35.14  92.20
271 4 2 4 36.14  92.30
271 4 2 4 37.14  87.64
271 4 2 4 38.14  97.08
271 4 2 4 39.14  95.54
271 4 2 4 40.14 109.45
271 4 2 4 41.14 103.13
271 4 2 4 42.14  98.75
271 4 2 4 43.14 129.08
271 4 2 4 44.14 128.80
271 4 2 4 45.14 157.82
271 4 2 4 46.14 161.03
271 4 2 4 47.14 175.10
271 4 2 4 48.29 182.28
271 4 2 4 49.14 203.06
271 4 2 4 50.14 203.87
271 4 2 4 51.14 209.78
271 4 2 4 52.14 186.48
271 4 2 4 53.14 205.53
271 4 2 4 54.14 180.90
271 4 2 4 55.14 185.90
271 4 2 4 56.14 188.95
271 4 2 4 57.14 182.59
271 4 2 4 58.14 193.24
271 4 2 4 59.14 195.84
271 4 2 4 60.14 184.10
271 4 2 4 61.14 184.36
271 4 2 4 62.14 188.84
271 4 2 4 63.14 174.49
271 4 2 4 64.14 173.08
271 4 2 4 65.14 172.77
271 4 2 4 66.14 172.01
271 4 2 4 67.14 161.22
271 4 2 4 68.14 163.99
271 4 2 4 69.14 145.78
271 4 2 4 70.43 178.78
271 4 2 4 71.14 151.95
271 4 2 4 72.29 167.17
271 4 2 4 73.14 171.50
271 4 2 4 74.29 159.77
271 4 2 4 75.14 174.01
271 4 2 4 76.14 164.87
271 4 2 4 77.14 166.24
271 4 2 4 78.14 164.85
271 4 2 4 79.14 129.16
271 4 2 4 80.43 163.66
271 4 2 4 81.14 155.70
271 4 2 4 82.14 137.63
271 4 2 4 83.14 130.34
293 4 2 4 29.14 105.55
293 4 2 4 30.14 106.95
293 4 2 4 31.14  95.45
293 4 2 4 32.14  85.56
293 4 2 4 33.14  95.01
293 4 2 4 34.14 100.34
293 4 2 4 35.14  99.57
293 4 2 4 36.14  94.52
293 4 2 4 37.14  91.73
293 4 2 4 38.14 102.58
293 4 2 4 39.14 105.60
293 4 2 4 40.14 108.75
293 4 2 4 41.14 115.06
293 4 2 4 42.14 121.22
293 4 2 4 43.14 130.96
293 4 2 4 44.14 126.92
293 4 2 4 45.14 141.09
293 4 2 4 46.14 140.67
293 4 2 4 47.14 158.84
293 4 2 4 48.29 137.35
293 4 2 4 49.14 148.89
293 4 2 4 50.14 148.17
293 4 2 4 51.14 152.80
293 4 2 4 52.14 151.02
293 4 2 4 53.14 158.96
293 4 2 4 54.14 154.34
293 4 2 4 55.14 159.46
293 4 2 4 56.14 174.91
293 4 2 4 57.14 162.46
293 4 2 4 58.14 160.12
293 4 2 4 59.14 161.21
293 4 2 4 60.14 156.25
293 4 2 4 61.14 170.20
293 4 2 4 62.14 162.17
293 4 2 4 63.14 144.42
293 4 2 4 64.14 142.54
293 4 2 4 65.14 143.05
293 4 2 4 66.14 148.61
293 4 2 4 67.14 144.37
293 4 2 4 68.14 151.24
293 4 2 4 69.14  98.87
293 4 2 4 70.43 143.45
293 4 2 4 71.14 158.39
293 4 2 4 72.29 147.28
293 4 2 4 73.14 141.20
293 4 2 4 74.29 128.88
293 4 2 4 75.14 125.34
293 4 2 4 76.14 118.18
293 4 2 4 77.14 108.91
293 4 2 4 78.14 151.51
293 4 2 4 79.14 131.97
293 4 2 4 80.43 125.17
293 4 2 4 81.14 138.74
293 4 2 4 82.14 128.27
293 4 2 4 83.14 121.92
